	cog	ko	ko_name
2060	COG0588	K01834	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase [EC:5.4.2.11]
2061	COG4152	K01990	ABC-2 type transport system ATP-binding protein
2062	COG2326	K22468	polyphosphate kinase [EC:2.7.4.34]
2063	COG5553	K00456	cysteine dioxygenase [EC:1.13.11.20]
2064	COG5520	K01201	glucosylceramidase [EC:3.2.1.45]
2065	COG1796	K02347	DNA polymerase (family X)
2066	COG3384	K15777	4,5-DOPA dioxygenase extradiol [EC:1.13.11.-]
2067	COG0672	K07243	high-affinity iron transporter
2068	COG3654	K07341	death on curing protein
2069	COG3436	K07484	transposase
2070	COG0687	K11069	spermidine/putrescine transport system substrate-binding protein
2071	COG2141	K00320	5,10-methylenetetrahydromethanopterin reductase [EC:1.5.98.2]
2072	COG4772	K02014	iron complex outermembrane recepter protein
2073	COG3318	K07039	uncharacterized protein
2074	COG1534	K07574	RNA-binding protein
2075	COG0293	K02427	23S rRNA (uridine2552-2'-O)-methyltransferase [EC:2.1.1.166]
2076	COG0738	K02429	MFS transporter, FHS family, L-fucose permease
2077	COG2520	K16381	31-O-methyltransferase
2078	COG4977	K13633	AraC family transcriptional regulator, transcriptional activator FtrA
2079	COG1324	K03926	periplasmic divalent cation tolerance protein
2080	COG5640	K09640	transmembrane protease serine 9 [EC:3.4.21.-]
2081	COG2322	K08976	putative membrane protein
2082	COG3217	K07140	uncharacterized protein
2083	COG1245	K03616	H+/Na+-translocating ferredoxin:NAD+ oxidoreductase subunit B [EC:7.1.1.11 7.2.1.2]
2084	COG0561	K21064	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase [EC:3.1.3.104]
2085	COG3666	K07487	transposase
2086	COG1620	K03303	lactate permease
2087	COG1398	K23054	sn-1 stearoyl-lipid 9-desaturase [EC:1.14.19.28]
2088	COG1510	K22109	HTH-type transcriptional regulator, glycine betaine synthesis regulator
2089	COG0786	K03312	glutamate:Na+ symporter, ESS family
2090	COG2930	K20523	SH3 domain-containing YSC84-like protein 1
2091	COG3345	K07407	alpha-galactosidase [EC:3.2.1.22]
2092	COG1438	K03402	transcriptional regulator of arginine metabolism
2093	COG2346	K06886	hemoglobin
2094	COG3868	K21006	polysaccharide biosynthesis protein PelA
2095	COG3590	K07386	putative endopeptidase [EC:3.4.24.-]
2096	COG0400	K06999	phospholipase/carboxylesterase
2097	COG1770	K01354	oligopeptidase B [EC:3.4.21.83]
2098	COG2171	K00674	2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-succinyltransferase [EC:2.3.1.117]
2099	COG1565	K18164	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex assembly factor 7
2100	COG1177	K11070	spermidine/putrescine transport system permease protein
2101	COG1176	K11071	spermidine/putrescine transport system permease protein
2102	COG2384	K06967	tRNA (adenine22-N1)-methyltransferase [EC:2.1.1.217]
2103	COG3254	K03534	L-rhamnose mutarotase [EC:5.1.3.32]
2104	COG4710	K18918	RHH-type transcriptional regulator, rel operon repressor / antitoxin RelB
2105	COG1457	K10974	cytosine permease
2106	COG0580	K06188	aquaporin Z
2107	COG2215	K08970	nickel/cobalt transporter (NicO) family protein
2108	COG2040	K00547	homocysteine S-methyltransferase [EC:2.1.1.10]
2109	COG2770	K02484	two-component system, OmpR family, sensor kinase [EC:2.7.13.3]
2110	COG3279	K02477	two-component system, LytTR family, response regulator
2111	COG0751	K01879	glycyl-tRNA synthetase beta chain [EC:6.1.1.14]
2112	COG0752	K14164	glycyl-tRNA synthetase [EC:6.1.1.14]
2113	COG3029	K00246	fumarate reductase subunit C
2114	COG3080	K00247	fumarate reductase subunit D
2115	COG2850	K10277	[protein]-arginine 3-hydroxylase / protease [EC:1.14.11.73 3.4.-.-]
2116	COG0583	K21900	LysR family transcriptional regulator, transcriptional activator of the cysJI operon
2117	COG0431	K19784	chromate reductase, NAD(P)H dehydrogenase (quinone)
2118	COG5309	K01199	glucan endo-1,3-beta-D-glucosidase [EC:3.2.1.39]
2119	COG2386	K02194	heme exporter protein B
2120	COG1138	K02198	cytochrome c-type biogenesis protein CcmF
2121	COG2332	K02197	cytochrome c-type biogenesis protein CcmE
2122	COG3609	K07746	antitoxin ParD1/3/4
2123	COG2939	K01288	carboxypeptidase D [EC:3.4.16.6]
2124	COG3363	K11176	IMP cyclohydrolase [EC:3.5.4.10]
2125	COG2871	K00351	Na+-transporting NADH:ubiquinone oxidoreductase subunit F [EC:7.2.1.1]
2126	COG0579	K15736	(S)-2-hydroxyglutarate dehydrogenase [EC:1.1.5.13]
2127	COG4565	K02475	two-component system, CitB family, response regulator
2128	COG2390	K05346	deoxyribonucleoside regulator
2129	COG3822	K09988	D-lyxose ketol-isomerase [EC:5.3.1.15]
2130	COG1578	K09116	damage-control phosphatase, subfamily I [EC:3.1.3.-]
2131	COG0562	K01854	UDP-galactopyranose mutase [EC:5.4.99.9]
2132	COG1039	K03471	ribonuclease HIII [EC:3.1.26.4]
2133	COG3752	K12343	3-oxo-5-alpha-steroid 4-dehydrogenase 1 [EC:1.3.1.22]
2134	COG1461	K07030	fatty acid kinase [EC:2.7.2.18]
2135	COG3957	K01621	xylulose-5-phosphate/fructose-6-phosphate phosphoketolase [EC:4.1.2.9 4.1.2.22]
2136	COG2156	K01548	potassium-transporting ATPase KdpC subunit
2137	COG3260	K18023	membrane-bound hydrogenase subunit mbhJ [EC:1.12.7.2]
2138	COG3261	K15830	formate hydrogenlyase subunit 5
2139	COG1049	K01682	aconitate hydratase 2 / 2-methylisocitrate dehydratase [EC:4.2.1.3 4.2.1.99]
2140	COG1760	K01752	L-serine dehydratase [EC:4.3.1.17]
2141	COG0513	K05592	ATP-dependent RNA helicase DeaD [EC:3.6.4.13]
2142	COG1942	K01821	4-oxalocrotonate tautomerase [EC:5.3.2.6]
2143	COG3588	K01623	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]
2144	COG4866	K01163	uncharacterized protein
2145	COG3248	K05517	nucleoside-specific channel-forming protein
2146	COG0765	K02029	polar amino acid transport system permease protein
2147	COG0434	K06971	uncharacterized protein
2148	COG3969	K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8 1.8.4.10]
2149	COG4570	K01160	crossover junction endodeoxyribonuclease RusA [EC:3.1.21.10]
2150	COG3935	K02086	DNA replication protein
2151	COG2932	K01356	repressor LexA [EC:3.4.21.88]
2152	COG4930	K01338	ATP-dependent Lon protease [EC:3.4.21.53]
2153	COG3940	K06113	arabinan endo-1,5-alpha-L-arabinosidase [EC:3.2.1.99]
2154	COG2873	K01740	O-acetylhomoserine (thiol)-lyase [EC:2.5.1.49]
2155	COG4146	K03307	solute:Na+ symporter, SSS family
2156	COG1274	K01596	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]
2157	COG0033	K01835	phosphoglucomutase [EC:5.4.2.2]
2158	COG3839	K10112	multiple sugar transport system ATP-binding protein [EC:7.5.2.-]
2159	COG3884	K10782	fatty acyl-ACP thioesterase A [EC:3.1.2.14]
2160	COG3858	K06306	spore germination protein
2161	COG1554	K15923	alpha-L-fucosidase 2 [EC:3.2.1.51]
2162	COG1904	K01812	glucuronate isomerase [EC:5.3.1.12]
2163	COG0847	K02342	DNA polymerase III subunit epsilon [EC:2.7.7.7]
2164	COG1328	K21636	ribonucleoside-triphosphate reductase (formate) [EC:1.1.98.6]
2165	COG3528	K09953	lipid A 3-O-deacylase [EC:3.1.1.-]
2166	COG0645	K07028	uncharacterized protein
2167	COG0650	K12138	hydrogenase-4 component C [EC:1.-.-.-]
2168	COG4813	K09992	uncharacterized protein
2169	COG2236	K07101	uncharacterized protein
2170	COG4225	K15532	unsaturated rhamnogalacturonyl hydrolase [EC:3.2.1.172]
2171	COG0638	K03433	proteasome beta subunit [EC:3.4.25.1]
2172	COG2145	K00878	hydroxyethylthiazole kinase [EC:2.7.1.50]
2173	COG1112	K14326	regulator of nonsense transcripts 1 [EC:3.6.4.13 5.6.2.3]
2174	COG3714	K18575	alkenylglycerophosphocholine hydrolase [EC:3.3.2.2]
2175	COG1066	K04485	DNA repair protein RadA/Sms
2176	COG3629	K22894	SARP family transcriptional regulator, regulator of embCAB operon
2177	COG4953	K05367	penicillin-binding protein 1C [EC:2.4.1.129]
2178	COG2081	K07007	3-dehydro-bile acid Delta4,6-reductase [EC:1.3.1.114]
2179	COG2895	K00955	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]
2180	COG3807	K07184	SH3 domain protein
2181	COG3047	K07275	outer membrane protein
2182	COG3760	K19055	Ala-tRNA(Pro) deacylase [EC:3.1.1.-]
2183	COG1168	K14155	cysteine-S-conjugate beta-lyase [EC:4.4.1.13]
2184	COG1577	K00869	mevalonate kinase [EC:2.7.1.36]
2185	COG4257	K18235	virginiamycin B lyase [EC:4.2.99.-]
2186	COG3938	K01777	proline racemase [EC:5.1.1.4]
2187	COG3040	K03098	apolipoprotein D and lipocalin family protein
2188	COG1643	K03579	ATP-dependent helicase HrpB [EC:3.6.4.13]
2189	COG2059	K07240	chromate transporter
2190	COG0121	K18802	glutamine amidotransferase
2191	COG3302	K07308	anaerobic dimethyl sulfoxide reductase subunit C
2192	COG2143	K01829	disulfide reductase [EC:1.8.-.-]
2193	COG2183	K06959	protein Tex
2194	COG1850	K01601	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]
2195	COG3800	K07110	XRE family transcriptional regulator, fatty acid utilization regulator
2196	COG2225	K01638	malate synthase [EC:2.3.3.9]
2197	COG2224	K01637	isocitrate lyase [EC:4.1.3.1]
2198	COG0116	K07444	putative N6-adenine-specific DNA methylase [EC:2.1.1.-]
2199	COG3380	K06955	KO not found in KEGG
2200	COG5621	K20613	kievitone hydratase [EC:4.2.1.95]
2201	COG3945	K07322	regulator of cell morphogenesis and NO signaling
2202	COG2200	K21023	diguanylate cyclase [EC:2.7.7.65]
2203	COG3768	K08990	putative membrane protein
2204	COG0221	K01507	inorganic pyrophosphatase [EC:3.6.1.1]
2205	COG4784	K01423	beta-barrel assembly-enhancing protease [EC:3.4.-.-]
2206	COG2813	K00564	16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]
2207	COG0855	K00937	polyphosphate kinase [EC:2.7.4.1]
2208	COG3393	K06976	uncharacterized protein
2209	COG1337	K09002	CRISPR-associated protein Csm3
2210	COG1353	K19076	CRISPR-associated protein Cmr2
2211	COG1517	K19145	CRISPR-associated protein Csx16
2212	COG4951	K18959	ATP-dependent DNA helicase UvsW [EC:5.6.2.4]
2213	COG3572	K01919	glutamate--cysteine ligase [EC:6.3.2.2]
2214	COG2335	K19519	transforming growth factor-beta-induced protein
2215	COG3185	K00457	4-hydroxyphenylpyruvate dioxygenase [EC:1.13.11.27]
2216	COG1916	K09973	uncharacterized protein
2217	COG3405	K20542	endoglucanase [EC:3.2.1.4]
2218	COG0391	K11212	LPPG:FO 2-phospho-L-lactate transferase [EC:2.7.8.28]
2219	COG1384	K04566	lysyl-tRNA synthetase, class I [EC:6.1.1.6]
2220	COG1218	K01082	3'(2'), 5'-bisphosphate nucleotidase [EC:3.1.3.7]
2221	COG1671	K09768	uncharacterized protein
2222	COG3025	K18446	triphosphatase [EC:3.6.1.25]
2223	COG0447	K01661	naphthoate synthase [EC:4.1.3.36]
2224	COG3542	K09705	uncharacterized protein
2225	COG1678	K07735	putative transcriptional regulator
2226	COG4445	K06169	tRNA 2-(methylsulfanyl)-N6-isopentenyladenosine37 hydroxylase [EC:1.14.99.69]
2227	COG0354	K06980	tRNA-modifying protein YgfZ
2228	COG3483	K00453	tryptophan 2,3-dioxygenase [EC:1.13.11.11]
2229	COG0654	K03185	2-octaprenyl-6-methoxyphenol hydroxylase [EC:1.14.13.-]
2230	COG2035	K08974	putative membrane protein
2231	COG3004	K03313	Na+:H+ antiporter, NhaA family
2232	COG2907	K06954	uncharacterized protein
2233	COG3496	K09701	uncharacterized protein
2234	COG2962	K05786	chloramphenicol-sensitive protein RarD
2235	COG3287	K20964	c-di-GMP phosphodiesterase [EC:3.1.4.52]
2236	COG2235	K01478	arginine deiminase [EC:3.5.3.6]
2237	COG3555	K22616	ornithine lipid ester-linked acyl 2-hydroxylase [EC:1.14.11.58]
2238	COG1768	K07099	uncharacterized protein
2239	COG2912	K10301	F-box protein 21
2240	COG4145	K14392	sodium/pantothenate symporter
2241	COG0625	K00799	glutathione S-transferase [EC:2.5.1.18]
2242	COG1281	K04083	molecular chaperone Hsp33
2243	COG3176	K22310	L-ornithine Nalpha-acyltransferase [EC:2.3.2.30]
2244	COG4258	K07003	uncharacterized protein
2245	COG2988	K05526	succinylglutamate desuccinylase [EC:3.5.1.96]
2246	COG2170	K06048	glutamate---cysteine ligase / carboxylate-amine ligase [EC:6.3.2.2 6.3.-.-]
2247	COG3186	K00500	phenylalanine-4-hydroxylase [EC:1.14.16.1]
2248	COG3508	K00451	homogentisate 1,2-dioxygenase [EC:1.13.11.5]
2249	COG2608	K07213	copper chaperone
2250	COG2836	K09792	uncharacterized protein
2251	COG5456	K09926	uncharacterized protein
2252	COG3278	K00404	cytochrome c oxidase cbb3-type subunit I [EC:7.1.1.9]
2253	COG2609	K00163	pyruvate dehydrogenase E1 component [EC:1.2.4.1]
2254	COG1169	K02552	menaquinone-specific isochorismate synthase [EC:5.4.4.2]
2255	COG1165	K02551	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase [EC:2.2.1.9]
2256	COG5265	K05663	KO not found in KEGG
2257	COG4398	K10302	F-box protein 22
2258	COG0661	K03688	ubiquinone biosynthesis protein
2259	COG2166	K02426	cysteine desulfuration protein SufE
2260	COG0722	K01626	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
2261	COG1257	K00054	hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]
2262	COG0837	K00845	glucokinase [EC:2.7.1.2]
2263	COG4590	K02037	phosphate transport system permease protein
2264	COG3735	K09973	uncharacterized protein
2265	COG0567	K00164	2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]
2266	COG3358	K09164	uncharacterized protein
2267	COG2978	K12942	aminobenzoyl-glutamate transport protein
2268	COG0783	K04047	starvation-inducible DNA-binding protein
2269	COG3651	K09966	uncharacterized protein
2270	COG3526	K07401	selenoprotein W-related protein
2271	COG3295	K09939	uncharacterized protein
2272	COG1166	K01585	arginine decarboxylase [EC:4.1.1.19]
2273	COG3506	K09702	uncharacterized protein
2274	COG3598	K07505	regulatory protein RepA
2275	COG4579	K00906	isocitrate dehydrogenase kinase/phosphatase [EC:2.7.11.5 3.1.3.-]
2276	COG2274	K11004	ATP-binding cassette, subfamily B, bacterial HlyB/CyaB
2277	COG3220	K09930	uncharacterized protein
2278	COG3219	K09929	uncharacterized protein
2279	COG4127	K07448	restriction system protein
2280	COG1637	K07503	endonuclease [EC:3.1.-.-]
2281	COG4988	K16013	ATP-binding cassette, subfamily C, bacterial CydD
2282	COG4987	K16012	ATP-binding cassette, subfamily C, bacterial CydC
2283	COG1875	K07175	PhoH-like ATPase
2284	COG2829	K01058	phospholipase A1/A2 [EC:3.1.1.32 3.1.1.4]
2285	COG3695	K07443	methylated-DNA-protein-cysteine methyltransferase related protein
2286	COG0647	K02566	5'-nucleotidase [EC:3.1.3.5]
2287	COG1288	K02106	short-chain fatty acids transporter
2288	COG0387	K07300	Ca2+:H+ antiporter
2289	COG3917	K14584	2-hydroxychromene-2-carboxylate isomerase [EC:5.99.1.4]
2290	COG2717	K17247	methionine sulfoxide reductase heme-binding subunit
2291	COG3424	K16167	alkylresorcinol/alkylpyrone synthase
2292	COG1755	K16168	methyltransferase
2293	COG2264	K02687	ribosomal protein L11 methyltransferase [EC:2.1.1.-]
2294	COG1195	K03629	DNA replication and repair protein RecF
2295	COG4451	K01602	ribulose-bisphosphate carboxylase small chain [EC:4.1.1.39]
2296	COG0259	K00275	pyridoxamine 5'-phosphate oxidase [EC:1.4.3.5]
2297	COG3240	K12686	outer membrane lipase/esterase
2298	COG3639	K02042	phosphonate transport system permease protein
2299	COG3638	K02041	phosphonate transport system ATP-binding protein [EC:7.3.2.2]
2300	COG2747	K02398	negative regulator of flagellin synthesis FlgM
2301	COG3440	K07454	putative restriction endonuclease
2302	COG3168	K02665	type IV pilus assembly protein PilP
2303	COG3460	K02610	ring-1,2-phenylacetyl-CoA epoxidase subunit PaaB
2304	COG3963	K22309	ornithine lipid N-methyltransferase [EC:2.1.1.344]
2305	COG3885	K09141	uncharacterized protein
2306	COG4865	K19268	methylaspartate mutase epsilon subunit [EC:5.4.99.1]
2307	COG5615	K14166	copper transport protein
2308	COG0349	K03684	ribonuclease D [EC:3.1.13.5]
2309	COG4717	K03546	DNA repair protein SbcC/Rad50
2310	COG2967	K06195	ApaG protein
2311	COG0271	K05527	BolA family transcriptional regulator, general stress-responsive regulator
2312	COG0278	K07390	monothiol glutaredoxin
2313	COG3270	K11392	16S rRNA (cytosine1407-C5)-methyltransferase [EC:2.1.1.178]
2314	COG3213	K07234	uncharacterized protein involved in response to NO
2315	COG4314	K19342	copper chaperone NosL
2316	COG4263	K00376	nitrous-oxide reductase [EC:1.7.2.4]
2317	COG1819	K05841	sterol 3beta-glucosyltransferase [EC:2.4.1.173]
2318	COG4097	K17247	methionine sulfoxide reductase heme-binding subunit
2319	COG1835	K16568	exopolysaccharide production protein ExoZ
2320	COG5029	K05956	geranylgeranyl transferase type-2 subunit beta [EC:2.5.1.60]
2321	COG4181	K05685	macrolide transport system ATP-binding/permease protein [EC:7.6.2.-]
2322	COG3540	K01113	alkaline phosphatase D [EC:3.1.3.1]
2323	COG2851	K03300	citrate-Mg2+:H+ or citrate-Ca2+:H+ symporter, CitMHS family
2324	COG4978	K19575	MerR family transcriptional regulator, activator of bmr gene
2325	COG0397	K08997	serine/tyrosine/threonine adenylyltransferase [EC:2.7.7.-]
2326	COG0386	K00432	glutathione peroxidase [EC:1.11.1.9]
2327	COG2127	K06891	ATP-dependent Clp protease adaptor protein ClpS
2328	COG2771	K03556	LuxR family transcriptional regulator, maltose regulon positive regulatory protein
2329	COG3823	K22757	glutaminyl-peptide cyclotransferase [EC:2.3.2.5]
2330	COG2321	K07054	uncharacterized protein
2331	COG3970	K14259	2-dehydro-3-deoxy-D-arabinonate dehydratase [EC:4.2.1.141]
2332	COG3618	K07046	L-fuconolactonase [EC:3.1.1.-]
2333	COG2272	K03929	para-nitrobenzyl esterase [EC:3.1.1.-]
2334	COG3211	K07093	uncharacterized protein
2335	COG2187	K07028	uncharacterized protein
2336	COG2370	K03192	urease accessory protein
2337	COG3505	K03205	type IV secretion system protein VirD4 [EC:7.4.2.8]
2338	COG3701	K20531	type IV secretion system protein TrbF
2339	COG3504	K20532	type IV secretion system protein TrbG
2340	COG3451	K12063	conjugal transfer ATP-binding protein TraC
2341	COG1423	K07468	putative ATP-dependent DNA ligase [EC:6.5.1.1]
2342	COG1666	K09767	cyclic-di-GMP-binding protein
2343	COG3333	K07793	putative tricarboxylic transport membrane protein
2344	COG3550	K07154	serine/threonine-protein kinase HipA [EC:2.7.11.1]
2345	COG3200	K01626	3-deoxy-7-phosphoheptulonate synthase [EC:2.5.1.54]
2346	COG1188	K04762	ribosome-associated heat shock protein Hsp15
2347	COG1742	K09771	small multidrug resistance family-3 protein
2348	COG5569	K07810	Cu(I)/Ag(I) efflux system periplasmic protein CusF
2349	COG1072	K00867	type I pantothenate kinase [EC:2.7.1.33]
2350	COG2405	K07066	uncharacterized protein
2351	COG0791	K21471	peptidoglycan DL-endopeptidase CwlO [EC:3.4.-.-]
2352	COG3134	K06077	outer membrane lipoprotein SlyB
2353	COG2076	K11741	quaternary ammonium compound-resistance protein SugE
2354	COG3661	K01235	alpha-glucuronidase [EC:3.2.1.139]
2355	COG2808	K07734	transcriptional regulator
2356	COG0676	K01792	glucose-6-phosphate 1-epimerase [EC:5.1.3.15]
2357	COG0035	K00761	uracil phosphoribosyltransferase [EC:2.4.2.9]
2358	COG3402	K09167	uncharacterized protein
2359	COG0023	K03113	translation initiation factor 1
2360	COG4357	K10144	RING finger and CHY zinc finger domain-containing protein 1 [EC:2.3.2.27]
2361	COG3434	K07181	c-di-GMP phosphodiesterase [EC:3.1.4.52]
2362	COG3773	K01449	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]
2363	COG4966	K02672	type IV pilus assembly protein PilW
2364	COG4502	K05967	uncharacterized protein
2365	COG4108	K02837	peptide chain release factor 3
2366	COG1707	K06862	energy-converting hydrogenase B subunit Q
2367	COG4913	K03529	chromosome segregation protein
2368	COG2380	K09785	uncharacterized protein
2369	COG2910	K07118	uncharacterized protein
2370	COG2937	K00631	glycerol-3-phosphate O-acyltransferase [EC:2.3.1.15]
2371	COG0219	K03216	tRNA (cytidine/uridine-2'-O-)-methyltransferase [EC:2.1.1.207]
2372	COG5426	K07114	Ca-activated chloride channel homolog
2373	COG4785	K05803	lipoprotein NlpI
2374	COG1857	K19075	CRISPR-associated protein Cst2
2375	COG3187	K03668	heat shock protein HslJ
2376	COG3571	K07020	uncharacterized protein
2377	COG1686	K07258	serine-type D-Ala-D-Ala carboxypeptidase (penicillin-binding protein 5/6) [EC:3.4.16.4]
2378	COG3198	K09926	uncharacterized protein
2379	COG3296	K09940	uncharacterized protein
2380	COG5573	K07064	uncharacterized protein
2381	COG4149	K02018	molybdate transport system permease protein
2382	COG4148	K02017	molybdate transport system ATP-binding protein [EC:7.3.2.5]
2383	COG3251	K05375	MbtH protein
2384	COG3208	K12242	pyochelin biosynthesis protein PchC
